url,file_path,include,found_links_count,definite_links,probable_links,contains_policy,policy_content,extraction_reasoning,policy_content_path
http://radiology.yale.edu/diagnosticradiology/patientcare/policies/myastheniagravis,data/crawled_data/markdown_files/policy_depth_6_policies_myastheniagravis.md,True,15,"[""/diagnosticradiology/patientcare/policies/premedication"", ""/diagnosticradiology/patientcare/policies/oralcontrast"", ""/diagnosticradiology/patientcare/policies/singlekidney"", ""/diagnosticradiology/patientcare/policies/gadolinium"", ""/diagnosticradiology/patientcare/policies/gonadal"", ""/diagnosticradiology/patientcare/policies/powerinjection"", ""/diagnosticradiology/patientcare/policies/breastfeeding"", ""/diagnosticradiology/patientcare/policies/myastheniagravis"", ""/diagnosticradiology/patientcare/policies/intraosseousneedlecontrastinjection"", ""/diagnosticradiology/patientcare/policies/pregnantpatientpolicy"", ""/diagnosticradiology/patientcare/policies/oralcontrastct-ed"", ""/diagnosticradiology/patientcare/policies/suspectpeinpregnancypolicy"", ""/diagnosticradiology/patientcare/policies/insulinpumpctpolicy"", ""/diagnosticradiology/patientcare/policies/critguidelines"", ""/diagnosticradiology/patientcare/policies/changeorderbtn""]",[],False,,"The markdown content does not contain any actual policy text; it only lists various navigation links to policies and related documents. There is no substantive text regarding the 'Low-Osmolar Iodinated Contrast and Myasthenia Gravis' or any other policy, only references to other policy pages.",
http://radiology.yale.edu/diagnosticradiology/patientcare/policies/premedication,data/crawled_data/markdown_files/policy_depth_6_policies_premedication.md,True,15,"[""/diagnosticradiology/patientcare/policies/premedication"", ""/diagnosticradiology/patientcare/policies/oralcontrast"", ""/diagnosticradiology/patientcare/policies/singlekidney"", ""/diagnosticradiology/patientcare/policies/gadolinium"", ""/diagnosticradiology/patientcare/policies/gonadal"", ""/diagnosticradiology/patientcare/policies/powerinjection"", ""/diagnosticradiology/patientcare/policies/breastfeeding"", ""/diagnosticradiology/patientcare/policies/myastheniagravis"", ""/diagnosticradiology/patientcare/policies/intraosseousneedlecontrastinjection"", ""/diagnosticradiology/patientcare/policies/pregnantpatientpolicy"", ""/diagnosticradiology/patientcare/policies/oralcontrastct-ed"", ""/diagnosticradiology/patientcare/policies/suspectpeinpregnancypolicy"", ""/diagnosticradiology/patientcare/policies/insulinpumpctpolicy"", ""/diagnosticradiology/patientcare/policies/critguidelines"", ""/diagnosticradiology/patientcare/policies/changeorderbtn""]",[],False,,"The provided markdown content is essentially a directory of links and navigation elements to various policy pages. It does not include the actual text of any policy, but rather lists URLs (such as for Premedication, Oral Contrast, etc.) without any substantive policy content.",
http://radiology.yale.edu/diagnosticradiology/patientcare/policies/singlekidney,data/crawled_data/markdown_files/policy_depth_6_policies_singlekidney.md,True,15,"[""http://radiology.yale.edu/diagnosticradiology/patientcare/policies/premedication"", ""http://radiology.yale.edu/diagnosticradiology/patientcare/policies/oralcontrast"", ""http://radiology.yale.edu/diagnosticradiology/patientcare/policies/singlekidney"", ""http://radiology.yale.edu/diagnosticradiology/patientcare/policies/gadolinium"", ""http://radiology.yale.edu/diagnosticradiology/patientcare/policies/gonadal"", ""http://radiology.yale.edu/diagnosticradiology/patientcare/policies/powerinjection"", ""http://radiology.yale.edu/diagnosticradiology/patientcare/policies/breastfeeding"", ""http://radiology.yale.edu/diagnosticradiology/patientcare/policies/myastheniagravis"", ""http://radiology.yale.edu/diagnosticradiology/patientcare/policies/intraosseousneedlecontrastinjection"", ""http://radiology.yale.edu/diagnosticradiology/patientcare/policies/pregnantpatientpolicy"", ""http://radiology.yale.edu/diagnosticradiology/patientcare/policies/oralcontrastct-ed"", ""http://radiology.yale.edu/diagnosticradiology/patientcare/policies/suspectpeinpregnancypolicy"", ""http://radiology.yale.edu/diagnosticradiology/patientcare/policies/insulinpumpctpolicy"", ""http://radiology.yale.edu/diagnosticradiology/patientcare/policies/critguidelines"", ""http://radiology.yale.edu/diagnosticradiology/patientcare/policies/changeorderbtn""]",[],False,,The document does not contain any actual policy text. It only provides a list of links to various policy pages—such as the 'CT Policy Regarding a Patient with a Single Kidney'—and includes navigation and meta-information (like the crawl depth and source URL). There is no detailed policy content present beyond these links.,
https://medicine.yale.edu/diagnosticradiology/patientcare,data/crawled_data/markdown_files/policy_depth_4_diagnosticradiology_patientcare.md,True,18,"[""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/premedication"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrast"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/singlekidney"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gadolinium"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gonadal"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/powerinjection"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/breastfeeding"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/myastheniagravis"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/intraosseousneedlecontrastinjection"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/pregnantpatientpolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrastct-ed"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/suspectpeinpregnancypolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/insulinpumpctpolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/critguidelines"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/changeorderbtn"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/physicians/practiceguidelines"", ""https://www.cms.gov/Medicare/Quality-Initiatives-Patient-Assessment-Instruments/Appropriate-Use-Criteria-Program/index""]","[""https://files-profile.medicine.yale.edu/documents/4e07b540-864c-4069-a5ba-29f293c5e882""]",False,,The document only contains lists of links to policy pages and does not include any actual policy text or excerpts. It is merely a navigational directory to various policies rather than the policies themselves.,
https://medicine.yale.edu/diagnosticradiology/facintranet/sops,data/crawled_data/markdown_files/policy_depth_2_facintranet_sops.md,True,35,"[""https://files-profile.medicine.yale.edu/documents/060083bf-d27c-4b0d-b645-592c364030e6"", ""https://files-profile.medicine.yale.edu/documents/1c5f1719-7439-4b87-9785-8a7d8c4fac4a"", ""https://files-profile.medicine.yale.edu/documents/289ecb0d-4266-4d8d-a338-7a0a3eb049d9"", ""https://files-profile.medicine.yale.edu/documents/77c9be7a-caea-486a-a15f-300b29de7ad2""]","[""https://files-profile.medicine.yale.edu/documents/bd00529c-211f-4184-9c08-29d570a6bcd6"", ""https://files-profile.medicine.yale.edu/documents/b724a0f1-453e-4b5d-b70e-7e5e4990ccbe"", ""https://files-profile.medicine.yale.edu/documents/cc1abac9-6970-4118-86a3-0148bb5abc35"", ""https://files-profile.medicine.yale.edu/documents/04c7df0b-9439-4c71-87b8-02de5d51cc0c"", ""https://files-profile.medicine.yale.edu/documents/87f63b96-2c42-41ec-8fb5-75263e6b8822"", ""https://files-profile.medicine.yale.edu/documents/4067dd5f-8016-442f-9942-5cce11cb7fa1"", ""https://files-profile.medicine.yale.edu/documents/b332a62a-c8b4-4363-add2-4d36520c9153"", ""https://files-profile.medicine.yale.edu/documents/7af34463-10aa-4f32-b1e8-e4027a052249"", ""https://files-profile.medicine.yale.edu/documents/3ab29fd1-8062-4bc9-9dfb-122894c0f5de"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/sops/outsidereads/"", ""https://files-profile.medicine.yale.edu/documents/7fc371be-1db6-41f1-ad28-75c2fc086d12"", ""https://files-profile.medicine.yale.edu/documents/d3149987-4fa4-4e75-b7aa-78004104fd45"", ""https://files-profile.medicine.yale.edu/documents/7fb5fbfa-a4af-459e-8190-9cb22baff340"", ""https://files-profile.medicine.yale.edu/documents/d67f6d4d-e759-4627-912c-6552d1db54cb"", ""https://files-profile.medicine.yale.edu/documents/03d08b19-5b6a-49a1-aa27-d493e4c74c6e"", ""https://files-profile.medicine.yale.edu/documents/f52d4478-f9f1-44c9-8dda-e727fc380b4f"", ""https://files-profile.medicine.yale.edu/documents/e210fb37-2760-40e5-83e1-b3fc708ae068"", ""https://files-profile.medicine.yale.edu/documents/b7009f4e-5720-4ca1-bf1a-0d8665755eda"", ""https://files-profile.medicine.yale.edu/documents/1d5cda76-ad45-4afb-9255-58d834b726ac"", ""https://files-profile.medicine.yale.edu/documents/b28f7db7-9d05-4dc9-9bfc-13e6aa8693c2"", ""https://files-profile.medicine.yale.edu/documents/09b34379-502b-4dff-957a-cf03d7fdcdcc"", ""https://files-profile.medicine.yale.edu/documents/20b79649-0b2f-40b5-891c-053d9828cede"", ""https://files-profile.medicine.yale.edu/documents/e0248414-a6fd-469c-81b8-b3cf4387d459"", ""https://files-profile.medicine.yale.edu/documents/046d92f3-8346-45bf-af33-9eaee83171c2"", ""https://files-profile.medicine.yale.edu/documents/097700a7-c989-4fb2-850d-14db386a58b8"", ""https://files-profile.medicine.yale.edu/documents/9d2a4a04-2800-4e1e-822d-bd76157816f5"", ""https://files-profile.medicine.yale.edu/documents/7ca2283c-83fb-4b2c-b0ae-706bd0842340"", ""https://files-profile.medicine.yale.edu/documents/17bea0c8-53d6-4fa7-a6df-fc49b403e435"", ""https://files-profile.medicine.yale.edu/documents/25254e3a-1bc6-44ed-a0b7-0b92db15c76a"", ""https://files-profile.medicine.yale.edu/documents/7664e355-50c1-49b4-aa7c-9f09dcf1ff48"", ""https://files-profile.medicine.yale.edu/documents/8b8f6e0a-7528-4ea4-b6e8-ff0284bff33d""]",False,,"The document is essentially an index of links rather than copied policy text. It lists definite and probable policy links as well as a series of Standard Operating Procedures (SOPs) by title with associated hyperlinks. There is no substantive policy language present in the document itself, only references to where the policy documents can be found.",
https://medicine.yale.edu/diagnosticradiology/facintranet/sops/outsidereads/,data/crawled_data/markdown_files/policy_depth_3_sops_outsidereads.md,True,8,"[""https://medicine.yale.edu/diagnosticradiology/facintranet/policies"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/guidelines"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/guidelines/contrast"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/coi"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/timeaway"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/grandroundsexpenses"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/sops"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/sops/outsidereads""]",[],False,,"The provided markdown content does not include actual policy text; it only lists links and navigation items pointing to policy and procedure pages. There is no substantive description or excerpt of any policy, so the document consists solely of links.",
https://medicine.yale.edu/diagnosticradiology/facintranet/sops/outsidereads,data/crawled_data/markdown_files/policy_depth_4_sops_outsidereads.md,True,7,"[""https://medicine.yale.edu/diagnosticradiology/facintranet/policies"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/guidelines"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/guidelines/contrast"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/coi"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/timeaway"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/grandroundsexpenses""]","[""https://medicine.yale.edu/diagnosticradiology/facintranet/sops""]",False,,"The provided content is a list of navigation links and references to policy pages rather than actual policy text. It includes links categorized as 'Definite Policy Links' and 'Probable Policy Links', as well as a navigation section for policies and SOPs, but no substantive policy content or detailed guidelines are present in the document.",
https://medicine.yale.edu/myysm/personal-resources/safety-security-resources/,data/crawled_data/markdown_files/full_depth_1_personal-resources_safety-security-resources.md,False,0,[],[],False,,"The content is an informational resource page for safety and security at Yale School of Medicine, featuring navigational links, contact information, and overviews of safety services (e.g., Blue Phones, the LiveSafe app, committee meeting information, and town hall Q&A). It does not include actual policy text or specific internal policy statements, but rather points to resources and external pages where additional details may be found.",
https://yale.edu,data/crawled_data/markdown_files/full_depth_1_.md,False,0,[],[],False,,"The provided content is the Yale School of Medicine homepage, which primarily contains navigation menus, links to various sections (including policies and procedures), and general informational content. It does not contain any actual policy text; rather, it only features links that may lead to policy information elsewhere. Therefore, no policy text was extracted.",
https://medicine.yale.edu/,data/crawled_data/markdown_files/full_depth_1_.md,False,0,[],[],False,,"The provided markdown content is essentially the homepage of Yale School of Medicine. It consists primarily of navigation menus, links to various sections (including a ""Policies & Procedures"" link), news stories, events, and general institutional information. There is no actual policy text present; rather, it merely provides a link to the policies section without detailing any policy content.",
https://medicine.yale.edu/intranet,data/crawled_data/markdown_files/full_depth_1_intranet.md,False,0,[],[],False,,"The provided content is a scraped intranet homepage from Yale School of Medicine that primarily consists of navigational elements, links, event listings, and departmental/resource menus. Although there are sections and links labeled ""Policies,"" no actual policy text is provided. Therefore, the content does not include any actual policy text.",
https://medicine.yale.edu/ysm,data/crawled_data/markdown_files/full_depth_1_ysm.md,False,0,[],[],False,,"The markdown content primarily consists of navigation menus, links, site descriptions, and news/event listings from the Yale School of Medicine website. Although one of the menu items is labeled 'Policies & Procedures', the document does not include any actual policy text or detailed procedural content. Therefore, it does not contain any extractable policy content.",
https://provost.yale.edu/,data/crawled_data/markdown_files/full_depth_2_.md,False,0,[],[],False,,"The provided markdown content is essentially a homepage and news announcement page from the Office of the Provost at Yale. It contains navigation links (including one to policies) and multiple news items, but it does not include any actual policy text or detailed policy statements. The content is comprised of navigational elements, images, and summaries of various announcements rather than formal policy content.",
https://files-profile.medicine.yale.edu/documents/03d08b19-5b6a-49a1-aa27-d493e4c74c6e,data/crawled_data/markdown_files/policy_depth_3_documents_03d08b19-5b6a-49a1-aa27-d493e4c74c6e.md,True,1,"[""https://your.yale.edu/policies-procedures/purchasing""]",[],True,"Yale Radiology and Biomedical Imaging Policy
------------------------------------------------
Effective Date: 03/20/2024
Version Number: 1
RAD Mission: IT / Operations
Prepared By: Jitendra Bhawnani and Tara Marro (Date: 1/27/2024)
Management Approval: Dr. Rob Goodman, Dr. Georges El Fakhri, Donna Espenberg, Serena DelBasso, Tricia Ginnetti (Date: 3/13/2024)

1.0 Purpose
The purpose of this document is to describe the YDR policy regarding purchasing computers for new faculty that join the department.

2.0 Scope
This SOP applies to all new faculty members joining the department who require a computer for their academic, clinical, research and other work-related activities.

3.0 Materials
Appendix 1 - YDR IT Purchase Requisition Form

4.0 Procedures:
4.1 The IT team will consult with the faculty member to determine their computing needs and make appropriate recommendations for a new computer purchase based on those requirements.

4.2 The department will provide funding up to $2500 for the initial computer purchase for new faculty. Any expenses exceeding this amount may be charged to the faculty member's staff account. In cases where the staff account does not have sufficient funds, the department will charge the Academic Program Support (APS) account with the faculty member's consent.

4.3 The faculty member will review and approve the computer specifications and the total cost prior to purchase. Once approved, the IT Team will make the purchase via procurement using Yale approved vendors.

4.4 Computers for trainees (PDA/PGA's/Students): Faculty supervisors of PDA/PGA/Students may need to fund the purchase of their computers, preferably from non-sponsored funds. However, if backup is available, it may be charged to a grant(s).

5.0 Review and Revision
This SOP will be reviewed periodically and revised as needed to ensure compliance with departmental policies and budgetary constraints.

6.0 Definitions/Abbreviations
None

7.0 References
1607 Information Technology Appropriate Use Policy | It's Your Yale
https://your.yale.edu/policies-procedures/purchasing

8.0 Revision History
Version: 1.0 | Date: 3/13/2024 | Reason: Reviewed by Dr. Rob Goodman, Dr. Georges El Fakhri, Donna Espenberg, Serena DelBasso, Tricia Ginnetti

---

IT Purchase Requisition Form
------------------------------------------------
Name of Requestor:

Product to Order [Choose an item.]
Include the make/model of the device being purchased below:

Rationale for Purchase:
- Current computer malfunction [Hardware / Software / Other]
- Current device out of warranty
- Current computer does not meet computing requirements
- New Project Needs

Please provide a justification below for your requested purchase:

⬜

Age of your current computer, if being replaced:
This device is for: individual use or shared use
Primary user/s of this device:

Charging Instructions:

Where will it be charged:
If being charged to a grant, please provide a couple of sentences regarding the benefit to the award for the purchase of this device. Please confirm that the computers will be used predominantly for the grant that is being charged to.

⬜

I acknowledge that:
All IT and computing related purchases must be made through our IT team. IT will make the purchase via procurement using Yale approved vendors. IT has a process in place to ensure that desktops and laptops are loaded with the necessary software to meet compliance and University security standards prior to being delivered.","The markdown content provided includes the full text of a policy document rather than just links. It contains detailed sections such as purpose, scope, procedures, review and revision, as well as an attached IT Purchase Requisition Form. Extraneous metadata and navigation elements (e.g., source URL, crawl depth, and link lists) were removed to isolate the actual policy text.",/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/03d08b19-5b6a-49a1-aa27-d493e4c74c6e.txt
https://files-profile.medicine.yale.edu/documents/046d92f3-8346-45bf-af33-9eaee83171c2,data/crawled_data/markdown_files/policy_depth_3_documents_046d92f3-8346-45bf-af33-9eaee83171c2.md,True,0,[],[],True,"A. Purpose

The purpose of this Standard Operating Procedure (SOP) is to describe the Department of Radiology's process for clinical shift scheduling and provide guidance for faculty who may sign up for two shifts within a single 24-hour period. Prolonged and overlapping shifts, as well as extended double shifts, may lead to increased stress, fatigue, and lack of concentration. These effects may, in turn, impact patient safety with data within and outside of medicine showing higher rates of unintentional error. It is the goal of the department to allow adequate gaps between assigned clinical shifts to ensure faculty are given an adequate period to rest/recover.

---

B. Scope

1. The SOP applies to all YDR clinical shifts, exclusive of emergent afterhours work done during a call shift.

---

C. Procedures

1. Double shifts
   a. Faculty should not be assigned or sign up for more than 2 shifts in a 24-hour period and should not work more than 15 hours in a 24-hour window.
      i. Evening and overnight shifts require an 8-hour gap between shifts. Rare exceptions may be made under special circumstances, with the approval of the Chair's office and the relevant division/section chief.
      ii. A shift represents a day, evening, or overnight session. As such, faculty should not take more than 2 shifts in one working day. Rare exceptions may be made under special circumstances, with the approval of the Chair's office and the relevant division/section chief.
2. Overlapping/Synchronous Shifts
   a. No faculty should be scheduled for synchronous shifts. If this does take place, only 1 shift credit will be applied.
   b. Consecutive shifts can take place, with the following caveats:
      i. Overlapping shifts will receive credit prorated to the overlapping shift hours.
      ii. Untimed shifts will count as a full 9-hour shift during the day it is assigned in Qgenda.

---

D. References and Review

Reviewed by Drs. Goodman, Pahade, Forman and Hooley, plus the YDR Clinical Affairs Team

---

E. Revision History

| Version | Date | Reason For Revision |
| :-- | :-- | :-- |
|  |  |  |","The content clearly includes the actual text of a policy document (an SOP) with defined sections such as Purpose, Scope, Procedures, References and Review, and Revision History. Extraneous navigation elements such as source URLs and image references have been removed to leave only the essential policy text.",/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/046d92f3-8346-45bf-af33-9eaee83171c2.txt
https://files-profile.medicine.yale.edu/documents/04c7df0b-9439-4c71-87b8-02de5d51cc0c,data/crawled_data/markdown_files/policy_depth_3_documents_04c7df0b-9439-4c71-87b8-02de5d51cc0c.md,True,1,"[""https://files-profile.medicine.yale.edu/documents/04c7df0b-9439-4c71-87b8-02de5d51cc0c""]",[],True,"YALE DEPARTMENT OF RADIOLOGY AND BIOMEDICAL IMAGING
Policy Number: 10

YALE DEPARTMENT OF RADIOLOGY POLICY: GIFTS FOR SYMPATHY, RECOGNITION OR RETIREMENT

------------------------------------------------------------
CONTENT                              | ADMINISTRATIVE INFORMATION
-------------------------------------|---------------------------
Policy Rationale and Text            | Leadership:
Scope                                | Administrative Support:
Responsibility                       | Responsible Office:
Procedures                           | Effective Date:
Definitions                          | Last Reviewed:
Previous Radiology Policy            | Next Scheduled Review:
Related Statutes                     | Contact:
Contacts/For Further Information     |
Appendix                             |

------------------------------------------------------------
POLICY RATIONALE AND TEXT

University policy 3303 allows for modest occasional gifts to be made to students, employees or immediate family members in expression of sympathy, and to employees for professional achievement in a limited number of situations as defined in this policy.

Federal law and regulations restrict the use of University assets to make gifts to individuals or other organizations. The University must therefore provide for proper accounting treatment in the limited instances where such gifts are allowable.

3303.2 Expressions of Sympathy or Employee Recognition or Retirement/Departure/Milestones

• The University prohibits cash gifts to employees. No gifts of any kind should be charged to federal or non-federal grants.
• Employees: Non-cash gifts of $75 or greater and all gift certificates given to employees must be reported to the Payroll Office for IRS reporting; the amount is added as taxable income to their payroll records.
• Non-Employees: Non-cash gifts of $75 or greater and all cash/gift certificates given to non-employees must be reported to Accounts Payable for IRS reporting.
• A non-cash gift with a value up to $400 can be provided for the retirement (or other departure) of longstanding employees with at least 10 years of service.

------------------------------------------------------------
SCOPE

This SOP is developed in accordance with University policy 3303 to guide Yale Department of Radiology and Biomedical Imaging staff and faculty on when and how to provide gifts related to retirements, expressions of sympathy, departures, and milestones throughout the year.

------------------------------------------------------------
Approval Statement

All gifts given to faculty or staff that meet the above criteria of policy 3303 must be approved by department leadership before being purchased to comply with University accounting guidelines.

------------------------------------------------------------
RESPONSIBILITY

The department may provide a gift to staff/faculty in the following situations:
• Retirements
• Voluntary Departures of faculty or staff with at least 5 years of service
• Death of an immediate family member
• Birth and adoptions
• Illness

In most cases, the gift will be sent by the Chair's office on behalf of the department. If the Chair's office has not sent a gift, Business Office approval must be obtained before a Section/Staff account gift is purchased using a p-card.

• No more than one gift may be purchased using departmental funds.
• Non-retirement gifts must not exceed the $75 IRS requirement.
• Any additional purchases or gifts will be covered personally by the individual who made the purchase.

------------------------------------------------------------
DEFINITIONS

N/A: Not Applicable.

------------------------------------------------------------
PREVIOUS RADIOLOGY POLICY CHAPTER AND NUMBER

N/A

------------------------------------------------------------
CONTACTS/FOR FURTHER INFORMATION

[No additional contact details provided]

------------------------------------------------------------
APPENDIX

EXCEPTIONS

N/A

SPECIAL INSTRUCTIONS FOR INITIAL IMPLEMENTATION
N/A

FORMS, TOOLS, ONLINE PROCESSES
University Policy 3303 Gifts from University Funds
Website Address for The Radiology Policy and Operating Procedure Handbook

------------------------------------------------------------
RADIOLOGY POLICY STAKEHOLDER REVIEW TRACKING

| RADIOLOGY POLICY STAKEHOLDER REVIEW TRACKING |   |   |
| :--: | :--: | :--: |
| Policy<br>Number |   | Policy<br>Name |
| Date<br>Started |   | Executive Sponsor |
| Key<br>Stakeholders |   |   |
| DATE | STAKEHOLDER | ACTION OR COMMENT |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |","The provided markdown contains actual policy text outlining the Yale Department of Radiology’s policy on gifts for sympathy, recognition, or retirement. It includes detailed sections such as the policy rationale, scope, responsibility, definitions, and appendix. The initial metadata and link list were removed as extraneous, leaving only the integral policy content.",/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/04c7df0b-9439-4c71-87b8-02de5d51cc0c.txt
https://files-profile.medicine.yale.edu/documents/060083bf-d27c-4b0d-b645-592c364030e6,data/crawled_data/markdown_files/policy_depth_3_documents_060083bf-d27c-4b0d-b645-592c364030e6.md,True,1,"[""https://portal.ct.gov/DPH/Practitioner-Licensing-Investigations/Physician/Continuing-Medical-Education""]",[],True,"Yale Radiology and Biomedical Imaging | SOP 8.00 | Effective Date: March 2022
Title: Continuing Medical Education | Version 4 | RAD Mission: Clinical
Prepared By: Regina Hooley, MD |           | March 2022
Approval: Rob Goodman, MD   |           | March 2022
---
A. Purpose
The purpose of this Standard Operating Procedure (SOP) is to describe the YDR policy for using continuing medical education (CME) and conference time. Faculty may enroll in virtual courses, but are strongly encouraged to attend subspecialty oriented courses. Faculty on the Clinical Educator track should not use CME/conference time to attend virtual meetings if possible, as CE faculty need to go to meetings, give talks, garner a national reputation, mentor junior faculty and promote Yale.
---
B. Scope
This SOP applies to all clinical YDR faculty.
---
C. Procedures
1. All clinical faculty should attend CME courses each year to fulfill CT license requirements.
2. CT license requirements: ""A licensed physician applying for renewal shall earn a minimum of fifty contact hours of qualifying continuing medical education within the preceding twenty-four month period. One contact hour means a minimum of fifty minutes of continuing education activity."" CMEs must also include 1-2 hours of specific training.
3. Virtual CME
   a. Taking CME days to ""attend"" a virtual course or to review archived courses is dependent upon adequate clinical coverage similar to attendance at all meetings and is at the discretion of the division/section chief.
   b. Expenses other than registration or purchase of course materials cannot be charged to staff accounts.
4. Faculty are given 10 days of CME each year and these are included in PTO days
   a. CE faculty may take more than 10 conference days, using allotted academic time with approval from their division/section chief.
5. CME/conference hotel expenses should not exceed $500 / night (inclusive of taxes and fees). Anything over $500/night (net including taxes) requires pre-authorization by the Chair's office.
6. Receipts submitted over $500 submitted without pre-authorization will not be fully approved and reimbursement will be capped at $500.
---
D. References/Review
https://portal.ct.gov/DPH/Practitioner-Licensing-Investigations/Physician/Continuing-Medical-Education
Staff Account SOP
Faculty Resignation SOP
Reviewed by L Scoutt, R Hooley, R Goodman
---
E. Revisions
| Version | Date         | Reason For Revision |
|---------|--------------|---------------------|
| 2       | June 26, 2019| Added 4.3 for clarification because CME time is departmental time not personal time. Amended 4.5 for clarification. |
| 3       | February 20,2020 | Revised document to align CME with conference, meeting, and academic time. |
| 4       | March 2022   | Review and minor revisions, no significant content change |","The provided markdown includes extensive policy text detailing the Continuing Medical Education SOP for Yale Radiology and Biomedical Imaging. Extraneous navigation elements such as source URLs, crawl depth, and non-policy link listings were removed, while the core policy text—including its purpose, scope, procedures, references, and revision history—was retained.",/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/060083bf-d27c-4b0d-b645-592c364030e6.txt
