url,file_path,include,found_links_count,definite_links,probable_links
https://medicine.yale.edu/diagnosticradiology/facintranet/policies/guidelines/kidney/,data/crawled_data/markdown_files/policy_depth_3_guidelines_kidney.md,True,3,"[""https://medicine.yale.edu/diagnosticradiology/facintranet/policies"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/guidelines"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/guidelines/contrast""]",[]
https://medicine.yale.edu/diagnosticradiology/facintranet/policies/guidelines/nephropathy%20/,data/crawled_data/markdown_files/policy_depth_3_guidelines_nephropathy%20.md,True,5,"[""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/guidelines"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/guidelines/contrast"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/coi"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/timeaway"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/grandroundsexpenses""]",[]
https://medicine.yale.edu/diagnosticradiology/facintranet/policies/guidelines/oral/,data/crawled_data/markdown_files/policy_depth_3_guidelines_oral.md,True,6,"[""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/guidelines/oral/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/guidelines"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/guidelines/contrast"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/premedication/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/sops""]",[]
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/critguidelines,data/crawled_data/markdown_files/policy_depth_3_policies_critguidelines.md,True,32,"[""https://medicine.yale.edu/diagnosticradiology/patientcare/policies"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/premedication"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrast"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/singlekidney"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gadolinium"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gonadal"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/powerinjection"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/breastfeeding"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/myastheniagravis"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/intraosseousneedlecontrastinjection"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/pregnantpatientpolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrastct-ed"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/suspectpeinpregnancypolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/insulinpumpctpolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/critguidelines"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/changeorderbtn""]","[""https://medicine.yale.edu/"", ""https://medicine.yale.edu/diagnosticradiology"", ""https://medicine.yale.edu/ysm"", ""https://medicine.yale.edu/ysm/about/"", ""https://medicine.yale.edu/ysm/faculty/"", ""https://medicine.yale.edu/ysm/myysm/"", ""https://medicine.yale.edu/ysm/edu/"", ""https://medicine.yale.edu/ysm/edu/residency-fellowships/"", ""https://medicine.yale.edu/ysm/research/"", ""https://medicine.yale.edu/ysm/alumni/"", ""https://medicine.yale.edu/diagnosticradiology/intranet"", ""https://medicine.yale.edu/accessibility/"", ""https://medicine.yale.edu/myysm/personal-resources/diversity-equity-inclusion/"", ""https://medicine.yale.edu/myysm/personal-resources/safety-security-resources/"", ""https://medicine.yale.edu/ysm/privacy"", ""https://yale.edu""]"
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/insulinpumpctpolicy,data/crawled_data/markdown_files/policy_depth_3_policies_insulinpumpctpolicy.md,True,16,"[""https://medicine.yale.edu/diagnosticradiology/patientcare/policies"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/premedication"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrast"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/singlekidney"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gadolinium"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gonadal"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/powerinjection"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/breastfeeding"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/myastheniagravis"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/intraosseousneedlecontrastinjection"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/pregnantpatientpolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrastct-ed"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/suspectpeinpregnancypolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/changeorderbtn"", ""https://files-profile.medicine.yale.edu/documents/6c1ca5e6-02f9-4a6b-8970-3aceeaea5e26""]","[""https://medicine.yale.edu/diagnosticradiology/intranet""]"
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/intraosseousneedlecontrastinjection,data/crawled_data/markdown_files/policy_depth_3_policies_intraosseousneedlecontrastinjection.md,True,13,"[""https://medicine.yale.edu/diagnosticradiology/patientcare/policies"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/premedication"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrast"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/singlekidney"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gadolinium"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gonadal"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/powerinjection"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/breastfeeding"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/myastheniagravis"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/pregnantpatientpolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrastct-ed"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/suspectpeinpregnancypolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/changeorderbtn""]",[]
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrastct-ed,data/crawled_data/markdown_files/policy_depth_3_policies_oralcontrastct-ed.md,True,31,"[""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/premedication"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrast"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/singlekidney"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gadolinium"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gonadal"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/powerinjection"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/breastfeeding"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/myastheniagravis"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/intraosseousneedlecontrastinjection"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/pregnantpatientpolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrastct-ed"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/suspectpeinpregnancypolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/insulinpumpctpolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/critguidelines"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/changeorderbtn""]","[""https://medicine.yale.edu/"", ""https://medicine.yale.edu/diagnosticradiology"", ""https://medicine.yale.edu/ysm"", ""https://medicine.yale.edu/ysm/about/"", ""https://medicine.yale.edu/ysm/faculty/"", ""https://medicine.yale.edu/ysm/myysm/"", ""https://medicine.yale.edu/ysm/edu/"", ""https://medicine.yale.edu/ysm/edu/residency-fellowships/"", ""https://medicine.yale.edu/ysm/research/"", ""https://medicine.yale.edu/ysm/alumni/"", ""https://medicine.yale.edu/diagnosticradiology/patientcare"", ""https://medicine.yale.edu/accessibility/"", ""https://medicine.yale.edu/myysm/personal-resources/diversity-equity-inclusion/"", ""https://medicine.yale.edu/myysm/personal-resources/safety-security-resources/"", ""https://medicine.yale.edu/ysm/privacy"", ""https://yale.edu""]"
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/suspectpeinpregnancypolicy,data/crawled_data/markdown_files/policy_depth_3_policies_suspectpeinpregnancypolicy.md,True,32,"[""https://medicine.yale.edu/diagnosticradiology/patientcare/policies"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/premedication"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrast"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/singlekidney"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gadolinium"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gonadal"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/powerinjection"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/breastfeeding"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/myastheniagravis"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/pregnantpatientpolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrastct-ed"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/suspectpeinpregnancypolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/insulinpumpctpolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/critguidelines"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/changeorderbtn""]","[""https://medicine.yale.edu/"", ""https://medicine.yale.edu/diagnosticradiology"", ""https://medicine.yale.edu/ysm"", ""https://medicine.yale.edu/ysm/about/"", ""https://medicine.yale.edu/ysm/faculty/"", ""https://medicine.yale.edu/ysm/myysm/"", ""https://medicine.yale.edu/ysm/edu/"", ""https://medicine.yale.edu/ysm/edu/residency-fellowships/"", ""https://medicine.yale.edu/ysm/research/"", ""https://medicine.yale.edu/ysm/alumni/"", ""https://medicine.yale.edu/diagnosticradiology/patientcare"", ""https://medicine.yale.edu/diagnosticradiology/intranet"", ""https://medicine.yale.edu/accessibility/"", ""https://medicine.yale.edu/myysm/personal-resources/diversity-equity-inclusion/"", ""https://medicine.yale.edu/myysm/personal-resources/safety-security-resources/"", ""https://medicine.yale.edu/ysm/privacy"", ""https://yale.edu""]"
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrast,data/crawled_data/markdown_files/policy_depth_3_policies_oralcontrast.md,True,15,"[""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/premedication"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrast"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/singlekidney"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gadolinium"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gonadal"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/powerinjection"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/breastfeeding"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/myastheniagravis"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/intraosseousneedlecontrastinjection"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/pregnantpatientpolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrastct-ed"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/suspectpeinpregnancypolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/insulinpumpctpolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/critguidelines"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/changeorderbtn""]",[]
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/powerinjection,data/crawled_data/markdown_files/policy_depth_3_policies_powerinjection.md,True,17,"[""https://medicine.yale.edu/diagnosticradiology/patientcare/policies"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/premedication"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrast"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/singlekidney"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gadolinium"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gonadal"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/powerinjection"", ""https://files-profile.medicine.yale.edu/documents/3fc94957-a628-4637-a973-5115b907dbcd"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/breastfeeding"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/myastheniagravis"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/intraosseousneedlecontrastinjection"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/pregnantpatientpolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrastct-ed"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/suspectpeinpregnancypolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/insulinpumpctpolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/critguidelines"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/changeorderbtn""]",[]
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/pregnantpatientpolicy,data/crawled_data/markdown_files/policy_depth_3_policies_pregnantpatientpolicy.md,True,25,"[""https://medicine.yale.edu/diagnosticradiology/patientcare/policies"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/premedication"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/singlekidney"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gadolinium"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gonadal"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/breastfeeding"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/myastheniagravis"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/changeorderbtn"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/pregnantpatientpolicy""]","[""https://medicine.yale.edu/"", ""https://medicine.yale.edu/diagnosticradiology"", ""https://medicine.yale.edu/ysm"", ""https://medicine.yale.edu/ysm/about/"", ""https://medicine.yale.edu/ysm/faculty/"", ""https://medicine.yale.edu/ysm/myysm/"", ""https://medicine.yale.edu/ysm/edu/"", ""https://medicine.yale.edu/ysm/edu/residency-fellowships/"", ""https://medicine.yale.edu/ysm/research/"", ""https://medicine.yale.edu/ysm/alumni/"", ""https://medicine.yale.edu/diagnosticradiology/patientcare"", ""https://medicine.yale.edu/accessibility/"", ""https://medicine.yale.edu/myysm/personal-resources/diversity-equity-inclusion/"", ""https://medicine.yale.edu/myysm/personal-resources/safety-security-resources/"", ""https://medicine.yale.edu/ysm/privacy"", ""https://yale.edu""]"
https://medicine.yale.edu/diagnosticradiology/patientcare/policies,data/crawled_data/markdown_files/policy_depth_4_patientcare_policies.md,True,17,"[""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/premedication"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrast"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/singlekidney"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gadolinium"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gonadal"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/powerinjection"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/breastfeeding"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/myastheniagravis"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/intraosseousneedlecontrastinjection"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/pregnantpatientpolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrastct-ed"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/suspectpeinpregnancypolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/insulinpumpctpolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/critguidelines"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/changeorderbtn"", ""https://files-profile.medicine.yale.edu/documents/b7204764-4f92-41eb-bcf2-5e8b4f5127bc"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gadolinium/""]",[]
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/breastfeeding,data/crawled_data/markdown_files/policy_depth_3_policies_breastfeeding.md,True,30,"[""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/premedication"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrast"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/singlekidney"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gadolinium"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gonadal"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/powerinjection"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/breastfeeding"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/myastheniagravis"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/intraosseousneedlecontrastinjection"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/pregnantpatientpolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/oralcontrastct-ed"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/suspectpeinpregnancypolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/insulinpumpctpolicy"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/critguidelines"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/changeorderbtn""]","[""https://medicine.yale.edu/"", ""https://medicine.yale.edu/diagnosticradiology"", ""https://medicine.yale.edu/ysm"", ""https://medicine.yale.edu/ysm/about/"", ""https://medicine.yale.edu/ysm/faculty/"", ""https://medicine.yale.edu/ysm/myysm/"", ""https://medicine.yale.edu/ysm/edu/"", ""https://medicine.yale.edu/ysm/edu/residency-fellowships/"", ""https://medicine.yale.edu/ysm/research/"", ""https://medicine.yale.edu/diagnosticradiology/intranet"", ""https://medicine.yale.edu/accessibility/"", ""https://medicine.yale.edu/myysm/personal-resources/diversity-equity-inclusion/"", ""https://medicine.yale.edu/myysm/personal-resources/safety-security-resources/"", ""https://medicine.yale.edu/ysm/privacy"", ""https://yale.edu""]"
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/changeorderbtn,data/crawled_data/markdown_files/policy_depth_3_policies_changeorderbtn.md,True,6,"[""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/changeorderbtn"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/premedication"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/singlekidney"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gadolinium"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gonadal"", ""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/myastheniagravis""]",[]
